time,open,high,low,close
2018-11-25T22:00:00-05:00,89.92500000000001,89.92500000000001,89.74000000000001,89.76000000000002
2018-11-26T02:00:00-05:00,89.75500000000001,89.76500000000001,89.56000000000002,89.65500000000002
2018-11-26T06:00:00-05:00,89.64500000000001,89.80000000000001,89.60500000000002,89.77000000000001
2018-11-26T10:00:00-05:00,89.77000000000001,89.99000000000001,89.74500000000002,89.95000000000002
2018-11-26T14:00:00-05:00,89.95500000000001,90.00500000000001,89.93000000000002,89.96500000000002
2018-11-26T20:00:00-05:00,89.93000000000002,89.98000000000002,89.90500000000002,89.92000000000002
2018-11-27T00:00:00-05:00,89.92000000000002,90.19000000000001,89.88000000000001,90.14000000000001
2018-11-27T04:00:00-05:00,90.13000000000001,90.15000000000002,90.00500000000001,90.03000000000002
2018-11-27T08:00:00-05:00,90.01500000000001,90.39500000000001,89.95500000000001,90.38500000000002
2018-11-27T12:00:00-05:00,90.38500000000002,90.41000000000001,90.22000000000001,90.26000000000002
2018-11-27T16:00:00-05:00,90.26500000000001,90.31500000000001,90.26000000000002,90.31500000000001
2018-11-27T20:00:00-05:00,90.31000000000002,90.33500000000001,90.27000000000001,90.28000000000002
2018-11-28T00:00:00-05:00,90.28500000000001,90.44500000000001,90.24000000000001,90.34500000000001
2018-11-28T04:00:00-05:00,90.34500000000001,90.38500000000002,90.23500000000001,90.26500000000001
2018-11-28T08:00:00-05:00,90.26500000000001,90.45500000000001,90.24500000000002,90.34000000000002
2018-11-28T12:00:00-05:00,90.34500000000001,90.34500000000001,89.58000000000001,89.73000000000002
2018-11-28T16:00:00-05:00,89.72500000000001,89.78500000000001,89.72000000000001,89.78000000000002
2018-11-28T20:00:00-05:00,89.78000000000002,89.78000000000002,89.59000000000002,89.60500000000002
2018-11-29T00:00:00-05:00,89.60500000000002,89.76500000000001,89.54500000000002,89.73500000000001
2018-11-29T04:00:00-05:00,89.74000000000001,89.93000000000002,89.64500000000001,89.69500000000001
2018-11-29T08:00:00-05:00,89.69500000000001,89.85500000000002,89.59000000000002,89.73000000000002
2018-11-29T12:00:00-05:00,89.73000000000002,89.86500000000001,89.65500000000002,89.70500000000001
2018-11-29T16:00:00-05:00,89.70500000000001,89.72500000000001,89.68000000000002,89.68000000000002
2018-11-29T20:00:00-05:00,89.70500000000001,89.74000000000001,89.63500000000002,89.69500000000001
2018-11-30T00:00:00-05:00,89.69500000000001,89.81000000000002,89.65500000000002,89.71500000000002
2018-11-30T04:00:00-05:00,89.72500000000001,89.94000000000001,89.70500000000001,89.89000000000001
2018-11-30T08:00:00-05:00,89.87500000000001,90.17000000000002,89.83500000000001,90.08500000000001
2018-11-30T12:00:00-05:00,90.08500000000001,90.24000000000001,90.06000000000002,90.12000000000002
2018-11-30T16:00:00-05:00,90.11000000000001,90.16000000000001,90.05000000000001,90.05000000000001
2018-12-02T18:00:00-05:00,90.05500000000002,90.08500000000001,89.85500000000002,89.88000000000001
2018-12-02T22:00:00-05:00,89.87500000000001,89.91500000000002,89.76000000000002,89.79500000000002
2018-12-03T02:00:00-05:00,89.79500000000002,89.96500000000002,89.64000000000001,89.96000000000001
2018-12-03T06:00:00-05:00,89.96500000000002,90.07500000000002,89.86000000000001,89.91000000000001
2018-12-03T10:00:00-05:00,89.90500000000002,89.99500000000002,89.79000000000002,89.90500000000002
2018-12-03T14:00:00-05:00,89.90500000000002,89.99000000000001,89.87500000000001,89.91500000000002
2018-12-03T20:00:00-05:00,89.89000000000001,89.89000000000001,89.63000000000001,89.65500000000002
2018-12-04T00:00:00-05:00,89.65500000000002,89.71000000000001,89.50500000000001,89.60000000000001
2018-12-04T04:00:00-05:00,89.60000000000001,89.60000000000001,89.30000000000001,89.39500000000001
2018-12-04T08:00:00-05:00,89.40000000000002,89.88000000000001,89.38500000000002,89.86500000000001
2018-12-04T12:00:00-05:00,89.86500000000001,90.07000000000001,89.82000000000001,89.93500000000002
2018-12-04T16:00:00-05:00,89.93500000000002,89.94000000000001,89.88500000000002,89.92000000000002
2018-12-04T20:00:00-05:00,89.94000000000001,90.08500000000001,89.93000000000002,90.05500000000002
2018-12-05T00:00:00-05:00,90.05000000000001,90.14500000000001,89.90500000000002,89.96500000000002
2018-12-05T04:00:00-05:00,89.95500000000001,89.99000000000001,89.77000000000001,89.80000000000001
2018-12-05T08:00:00-05:00,89.79500000000002,90.15500000000002,89.75500000000001,89.95000000000002
2018-12-05T12:00:00-05:00,89.95500000000001,90.03000000000002,89.89000000000001,89.99500000000002
2018-12-05T16:00:00-05:00,89.99000000000001,90.00500000000001,89.96500000000002,90.00500000000001
2018-12-05T20:00:00-05:00,89.94000000000001,90.00500000000001,89.93000000000002,89.93500000000002
2018-12-06T00:00:00-05:00,89.93500000000002,90.17500000000001,89.90000000000002,90.05000000000001
2018-12-06T04:00:00-05:00,90.06500000000001,90.13500000000002,89.93500000000002,89.95000000000002
2018-12-06T08:00:00-05:00,89.95000000000002,89.96500000000002,89.49500000000002,89.77000000000001
2018-12-06T12:00:00-05:00,89.76500000000001,89.80000000000001,89.62000000000002,89.69500000000001
2018-12-06T16:00:00-05:00,89.69500000000001,89.74000000000001,89.68500000000002,89.73500000000001
2018-12-06T20:00:00-05:00,89.75500000000001,89.78500000000001,89.72500000000001,89.78000000000002
